tra_cov,aircraft,distance,geo,TIME_PERIOD,Number of Passengers,Number of Flights
INTL,AC_JJ,KM1000-1499,IE,2008,62358,331
INTL,AC_JJ,KM1000-1499,IE,2009,31836,175
INTL,AC_JJ,KM1000-1499,IE,2010,12687,70
INTL,AC_JJ,KM1000-1499,IE,2011,9886,53
INTL,AC_JJ,KM1000-1499,IE,2012,8710,48
INTL,AC_JJ,KM1000-1499,IE,2013,5367,28
INTL,AC_JJ,KM1000-1499,IE,2014,5059,27
INTL,AC_JJ,KM1000-1499,IE,2015,1817,11
INTL,AC_JJ,KM1000-1499,IE,2016,0,0
INTL,AC_JJ,KM1000-1499,IE,2017,3312,22
INTL,AC_JJ,KM1000-1499,IE,2018,342,2
INTL,AC_JJ,KM1000-1499,IE,2019,1095,8
INTL,AC_JJ,KM1000-1499,IE,2020,529,4
INTL,AC_JJ,KM1000-1499,UK,2008,3083938,18858
INTL,AC_JJ,KM1000-1499,UK,2009,2049461,12970
INTL,AC_JJ,KM1000-1499,UK,2010,1582968,8933
INTL,AC_JJ,KM1000-1499,UK,2011,1198971,5816
INTL,AC_JJ,KM1000-1499,UK,2012,976359,4688
INTL,AC_JJ,KM1000-1499,UK,2013,872069,4330
INTL,AC_JJ,KM1000-1499,UK,2014,896281,4481
INTL,AC_JJ,KM1000-1499,UK,2015,675558,3408
INTL,AC_JJ,KM1000-1499,UK,2016,610891,3073
INTL,AC_JJ,KM1000-1499,UK,2017,674159,3404
INTL,AC_JJ,KM1000-1499,UK,2018,592230,3058
INTL,AC_JJ,KM1000-1499,UK,2019,502257,2669
INTL,AC_JJ,KM1000-1499,UK,2020,75403,441
INTL,AC_JJ,KM1500-1999,IE,2008,126242,616
INTL,AC_JJ,KM1500-1999,IE,2009,85643,420
INTL,AC_JJ,KM1500-1999,IE,2010,11070,64
INTL,AC_JJ,KM1500-1999,IE,2011,9828,60
INTL,AC_JJ,KM1500-1999,IE,2012,3128,18
INTL,AC_JJ,KM1500-1999,IE,2013,5873,34
INTL,AC_JJ,KM1500-1999,IE,2014,4257,26
INTL,AC_JJ,KM1500-1999,IE,2015,5479,31
INTL,AC_JJ,KM1500-1999,IE,2016,5255,32
INTL,AC_JJ,KM1500-1999,IE,2017,7682,46
INTL,AC_JJ,KM1500-1999,IE,2018,51890,324
INTL,AC_JJ,KM1500-1999,IE,2019,122966,779
INTL,AC_JJ,KM1500-1999,IE,2020,19259,137
INTL,AC_JJ,KM1500-1999,UK,2008,3401491,18248
INTL,AC_JJ,KM1500-1999,UK,2009,2731438,14798
INTL,AC_JJ,KM1500-1999,UK,2010,2181633,11181
INTL,AC_JJ,KM1500-1999,UK,2011,2347447,11583
INTL,AC_JJ,KM1500-1999,UK,2012,2094227,10180
INTL,AC_JJ,KM1500-1999,UK,2013,1845145,9319
INTL,AC_JJ,KM1500-1999,UK,2014,1684169,8635
INTL,AC_JJ,KM1500-1999,UK,2015,1522954,7808
INTL,AC_JJ,KM1500-1999,UK,2016,1493345,7803
INTL,AC_JJ,KM1500-1999,UK,2017,1614520,8229
INTL,AC_JJ,KM1500-1999,UK,2018,1505972,7634
INTL,AC_JJ,KM1500-1999,UK,2019,1242450,6393
INTL,AC_JJ,KM1500-1999,UK,2020,107071,770
INTL,AC_JJ,KM300-499,IE,2008,9754,75
INTL,AC_JJ,KM300-499,IE,2009,2330,14
INTL,AC_JJ,KM300-499,IE,2010,657,6
INTL,AC_JJ,KM300-499,IE,2011,5110,40
INTL,AC_JJ,KM300-499,IE,2012,960,5
INTL,AC_JJ,KM300-499,IE,2013,736,6
INTL,AC_JJ,KM300-499,IE,2014,598,4
INTL,AC_JJ,KM300-499,IE,2015,399,2
INTL,AC_JJ,KM300-499,IE,2016,0,0
INTL,AC_JJ,KM300-499,IE,2017,565,4
INTL,AC_JJ,KM300-499,IE,2018,162,1
INTL,AC_JJ,KM300-499,IE,2019,345,2
INTL,AC_JJ,KM300-499,IE,2020,96,2
INTL,AC_JJ,KM300-499,UK,2008,20427,190
INTL,AC_JJ,KM300-499,UK,2009,22661,248
INTL,AC_JJ,KM300-499,UK,2010,47151,145
INTL,AC_JJ,KM300-499,UK,2011,6404,51
INTL,AC_JJ,KM300-499,UK,2012,3481,28
INTL,AC_JJ,KM300-499,UK,2013,2263,13
INTL,AC_JJ,KM300-499,UK,2014,3435,24
INTL,AC_JJ,KM300-499,UK,2015,2068,22
INTL,AC_JJ,KM300-499,UK,2016,1179,11
INTL,AC_JJ,KM300-499,UK,2017,1581,12
INTL,AC_JJ,KM300-499,UK,2018,1103,7
INTL,AC_JJ,KM300-499,UK,2019,698,6
INTL,AC_JJ,KM300-499,UK,2020,0,0
INTL,AC_JJ,KM500-999,IE,2008,1136,9
INTL,AC_JJ,KM500-999,IE,2009,1287,6
INTL,AC_JJ,KM500-999,IE,2010,2118,15
INTL,AC_JJ,KM500-999,IE,2011,4298,35
INTL,AC_JJ,KM500-999,IE,2012,706,5
INTL,AC_JJ,KM500-999,IE,2013,312,3
INTL,AC_JJ,KM500-999,IE,2014,1722,6
INTL,AC_JJ,KM500-999,IE,2015,1789,10
INTL,AC_JJ,KM500-999,IE,2016,1116,5
INTL,AC_JJ,KM500-999,IE,2017,1466,5
INTL,AC_JJ,KM500-999,IE,2018,212,2
INTL,AC_JJ,KM500-999,IE,2019,0,0
INTL,AC_JJ,KM500-999,IE,2020,776,4
INTL,AC_JJ,KM500-999,UK,2008,401476,2364
INTL,AC_JJ,KM500-999,UK,2009,237169,1247
INTL,AC_JJ,KM500-999,UK,2010,209999,1062
INTL,AC_JJ,KM500-999,UK,2011,227353,1173
INTL,AC_JJ,KM500-999,UK,2012,199899,993
INTL,AC_JJ,KM500-999,UK,2013,205520,1066
INTL,AC_JJ,KM500-999,UK,2014,176399,902
INTL,AC_JJ,KM500-999,UK,2015,117108,585
INTL,AC_JJ,KM500-999,UK,2016,120240,614
INTL,AC_JJ,KM500-999,UK,2017,120736,612
INTL,AC_JJ,KM500-999,UK,2018,111786,566
INTL,AC_JJ,KM500-999,UK,2019,77976,454
INTL,AC_JJ,KM500-999,UK,2020,35783,193
INTL,AC_JJ,KM_GE2000,IE,2008,741337,4862
INTL,AC_JJ,KM_GE2000,IE,2009,652758,4032
INTL,AC_JJ,KM_GE2000,IE,2010,489779,3189
INTL,AC_JJ,KM_GE2000,IE,2011,588820,3866
INTL,AC_JJ,KM_GE2000,IE,2012,493277,3213
INTL,AC_JJ,KM_GE2000,IE,2013,581847,3761
INTL,AC_JJ,KM_GE2000,IE,2014,840521,5604
INTL,AC_JJ,KM_GE2000,IE,2015,844419,5749
INTL,AC_JJ,KM_GE2000,IE,2016,880241,5983
INTL,AC_JJ,KM_GE2000,IE,2017,828701,5895
INTL,AC_JJ,KM_GE2000,IE,2018,782086,5383
INTL,AC_JJ,KM_GE2000,IE,2019,682512,4567
INTL,AC_JJ,KM_GE2000,IE,2020,18572,161
INTL,AC_JJ,KM_GE2000,UK,2008,10226737,51481
INTL,AC_JJ,KM_GE2000,UK,2009,9527345,46022
INTL,AC_JJ,KM_GE2000,UK,2010,10581329,49921
INTL,AC_JJ,KM_GE2000,UK,2011,11292004,52463
INTL,AC_JJ,KM_GE2000,UK,2012,11086880,49175
INTL,AC_JJ,KM_GE2000,UK,2013,10992964,46264
INTL,AC_JJ,KM_GE2000,UK,2014,11239633,44841
INTL,AC_JJ,KM_GE2000,UK,2015,11950248,43965
INTL,AC_JJ,KM_GE2000,UK,2016,12934729,45178
INTL,AC_JJ,KM_GE2000,UK,2017,14395703,47819
INTL,AC_JJ,KM_GE2000,UK,2018,13428009,43476
INTL,AC_JJ,KM_GE2000,UK,2019,12342174,38088
INTL,AC_JJ,KM_GE2000,UK,2020,2432245,7858
INTL,AC_JJ,KM_LT300,IE,2008,678,7
INTL,AC_JJ,KM_LT300,IE,2009,40,1
INTL,AC_JJ,KM_LT300,IE,2010,1027,7
INTL,AC_JJ,KM_LT300,IE,2011,1310,7
INTL,AC_JJ,KM_LT300,IE,2012,749,4
INTL,AC_JJ,KM_LT300,IE,2013,530,2
INTL,AC_JJ,KM_LT300,IE,2014,154,1
INTL,AC_JJ,KM_LT300,IE,2015,96,1
INTL,AC_JJ,KM_LT300,IE,2016,118,1
INTL,AC_JJ,KM_LT300,IE,2017,0,0
INTL,AC_JJ,KM_LT300,IE,2018,90,1
INTL,AC_JJ,KM_LT300,IE,2019,0,0
INTL,AC_JJ,KM_LT300,IE,2020,72,1
INTL,AC_JJ,KM_LT300,UK,2008,471,6
INTL,AC_JJ,KM_LT300,UK,2009,33,1
INTL,AC_JJ,KM_LT300,UK,2010,479,3
INTL,AC_JJ,KM_LT300,UK,2011,1221,6
INTL,AC_JJ,KM_LT300,UK,2012,451,2
INTL,AC_JJ,KM_LT300,UK,2013,165,1
INTL,AC_JJ,KM_LT300,UK,2014,0,0
INTL,AC_JJ,KM_LT300,UK,2015,96,1
INTL,AC_JJ,KM_LT300,UK,2016,0,0
INTL,AC_JJ,KM_LT300,UK,2017,206,4
INTL,AC_JJ,KM_LT300,UK,2018,125,2
INTL,AC_JJ,KM_LT300,UK,2019,164,2
INTL,AC_JJ,KM_LT300,UK,2020,71,1
INTL,AC_NJ,KM1000-1499,IE,2008,4432156,34058
INTL,AC_NJ,KM1000-1499,IE,2009,3872443,28796
INTL,AC_NJ,KM1000-1499,IE,2010,3530238,25556
INTL,AC_NJ,KM1000-1499,IE,2011,3560743,26088
INTL,AC_NJ,KM1000-1499,IE,2012,3764348,27293
INTL,AC_NJ,KM1000-1499,IE,2013,3955130,28372
INTL,AC_NJ,KM1000-1499,IE,2014,4222352,29895
